ogc_fid,objectid_1,playarea_id,iams_id,parent_playground_name,parent_playground_iams_id,division_name,upgrade_year,equipment_replacement_cost,surface_type,surface_location,surface_area,other_surface_type,other_surface_location,other_surface_area,edging_type,fencing_type,access_description,all_access,age_range_0_to_3,age_range_4_to_7,age_range_8_to_12,age_range_13_plus,balance,bridge,bar,climber,cubby,combination_unit,flying_fox,fort,goal,panal,rocker,rotation,sculpture,slide,sound,swing,track_glide,sand_element,exercise_element,vehicle,total_structures,comments,feature_type,operational,area,perimeter,latitude,longitude,feature_type_code,create_date,feature_instance_metadata_id,objectid,natural_element,shape_length,shape_area
546,58,16,PLAR800,WIGHTON TERRACE PEDESTRIAN PARKLAND PLAYGROUND,PLGR634,CASEY,2013.0,,TANBARK,,,,,,CONCRETE,,,,,,,,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,,PLAY AREA,,181.520341377051,61.2099105661,,,20,,,50,0,61.2071131622772,181.520263390672
549,66,500,PLAR748,STOWPORT AVENUE NEIGHBOURHOOD PARK,PLGR611,CRACE,2011.0,,RUBBER,,,,,,CONCRETE,STEEL BALUSTRADE,CONCRETE PATHS X 3,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,PLAY AREA,,52.345988964907896,30.9128017822,,,20,,,58,0,30.9115801612711,52.34587954213
558,105,344,PLAR124,ELLENBOROUGH STREET,PLGR109,KALEEN,2002.0,30000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,180.0,NONE,ONE METRE TO THE SOUTH OF CLATTER BRIDGE CENTRE,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,204.254858367478,52.973355733000005,,,20,,,113,0,52.9715279726598,204.254877397244
550,67,342,PLAR122,ASHBURTON CIRCUIT,PLGR107,KALEEN,2011.0,,TANBARK,NORTH END,300.0,RUBBER,SOUTH END,,TIMBER (SLEEPER),NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,NO EQUIPMENT IN AREA AT THE TIME OF THE INSPECTION.,PLAY AREA,,159.915941624336,55.3435132288,,,20,,,59,0,55.341495626869495,159.91550415129
551,76,517,PLAR651,TANAMI STREET (NW),PLGR526,HARRISON,2005.0,58000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,200.0,NONE,ONE METRE TO THE EAST AT FIREPOLE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,7,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,285.023900413094,69.6502534009,,,20,,,68,0,69.64905359343061,285.023771639878
552,82,14,PLAR796,TURBAYNE CRESCENT NEIGHBOURHOOD PARK,PLGR629,FORDE,,,RUBBER,NORTH WEST CORNER,,TANBARK,SOUTH EAST CORNER,,CONCRETE,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ONLY CONTAINS ARTWORKS,PLAY AREA,,175.76781428268998,52.240421381000004,,,20,,,74,0,52.239335618465205,175.76779879850102
559,107,347,PLAR128,LIFFEY CIRCUIT,PLGR113,KALEEN,2000.0,30000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,240.0,NONE,ONE METRE TO THE EAST OF CLATTER BRIDGE CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,222.256247035856,61.836045475,,,20,,,115,0,61.833641913549606,222.256197107226
553,91,25,PLAR803,VOLPATO STREET NEIGHBOURHOOD PARK,PLGR637,FORDE,,55995.0,TANBARK,SOUTH OF POND,,,,,CONCRETE,POOL STYLE,,,YES,YES,YES,YES,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,5,,PLAY AREA,,273.340046937225,67.9689509171,,,20,,,91,0,67.9675452526306,273.33946245747796
554,101,339,PLAR119,GEORGINA CRESCENT,PLGR104,KALEEN,1990.0,22000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,120.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,176.115086968943,54.5240962506,,,20,,,109,0,54.5220622974407,176.11528326589
555,102,340,PLAR120,DARBY STREET,PLGR105,KALEEN,1995.0,30000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,180.0,NONE,UNDERNEATH CENTRE OF FIXED RING CLIMBER,,NONE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,190.17586559498002,49.446465258,,,20,,,110,0,49.444690209283294,190.176205928828
556,103,341,PLAR121,GLENELG STREET,PLGR106,KALEEN,2007.0,16000.0,TANBARK,NORTH WEST SUPPORT POST OF SWING FRAME,160.0,NONE,UNDERNEATH STRAP SEAT CENTRE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,"CONTAINS SWING, SPINNING POLE, ROCKER AND CONCRETE MOUNDS.",PLAY AREA,,147.124314300654,51.1851984583,,,20,,,111,0,51.183492905581296,147.12469916958798
557,104,343,PLAR123,BELLINGER COURT,PLGR108,KALEEN,1985.0,20000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,80.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,87.04568848400291,33.2219130133,,,20,,,112,0,33.220806557008,87.0457507792013
560,289,291,PLAR62,MALINDI PLACE,PLGR52,GIRALANG,2000.0,34000.0,TANBARK,AT WEST SUPPORT POST,210.0,NONE,AT BEAR ROCKER,,TIMBER (SLEEPER),PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,223.486937396138,59.378028745200005,,,20,,,349,0,59.3757184338937,223.48746656260602
561,351,3,PLAR622,MOONLIGHT AVENUE,PLGR508,HARRISON,2005.0,66000.0,TANBARK,AT SOUTH END OF BALANCE BEAM,360.0,NONE,AT ACTIVITY CENTRE ON THE EAST SIDE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,7,"CONTAINS COMBINATION UNIT, SWINGS, SPINNERS, ROCKER AND ACTIVITY CENTRE.",PLAY AREA,,314.71894468037397,67.75687929189999,,,20,,,351,0,67.7558711254656,314.719356715224
562,356,287,PLAR58,SCULPTOR STREET,PLGR48,GIRALANG,2004.0,14000.0,TANBARK,NORTH EAST SUPPORT POST OF SWING FRAME,150.0,NONE,UNDERNEATH CENTRE OF STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,CONTAINS SWING AND ROCKERS.,PLAY AREA,,128.633285037512,40.4249051031,,,20,,,356,0,40.4232822462045,128.633056667749
563,363,409,PLAR569,SONDER CLOSE,PLGR459,PALMERSTON,1990.0,32000.0,TANBARK,SOUTH EAST SUPPORT POST AT SLIDE,150.0,NONE,ONE METRE NORTH OF CORKSCREW CLIMBER,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,161.450013469933,53.5216723383,,,20,,,371,0,53.5198536259045,161.450429815401
564,365,410,PLAR570,CORRINGLE CLOSE,PLGR460,AMAROO,1990.0,32000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,240.0,NONE,TWO METRES TO NORTH OF STRAP SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,196.91712505723999,54.269670114499995,,,20,,,373,0,54.2680896653508,196.91672864548198
565,366,411,PLAR571,MIRRABEI DRIVE,PLGR461,AMAROO,1990.0,22000.0,TANBARK,EAST SUPPORT POST AT STEEL SLIDE,80.0,NONE,ONE METRE SOUTH OF HONEYCOMB CLIMBER,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,108.758357287756,37.6274526434,,,20,,,374,0,37.6263080679119,108.75800268098601
566,367,412,PLAR572,METCALFE STREET,PLGR462,NICHOLLS,2000.0,50000.0,TANBARK,NORTH SUPPORT POST ADJACENT TO SLIDE,200.0,NONE,ONE METRE NORTH OF CENTRE OF CLIMBING NET,,BRICK,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,206.497259218842,62.7524740298,,,20,,,375,0,62.7495778177312,206.497244462011
567,368,414,PLAR575,BYWATERS STREET,PLGR465,AMAROO,1995.0,30000.0,TANBARK,NORTH SUPPORT POST AT LARGE SLIDE,200.0,NONE,TWO METRES WEST OF CRADLE SWING SEAT CENTRE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,185.40695888146098,57.0025954478,,,20,,,376,0,57.000906360761206,185.406374659706
568,369,415,PLAR576,CANDLEBARK CLOSE,PLGR466,NICHOLLS,1995.0,50000.0,TANBARK,WEST SUPPORT POST AT SLIDE,320.0,NONE,ONE METRE TO THE WEST OF CORKSCREW CLIMBER,,CONCRETE,NONE,GRAVEL PATH,,YES,YES,YES,YES,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND OVERHEAD CLIMBER.",PLAY AREA,,314.453838479879,72.0991040162,,,20,,,377,0,72.0965160122701,314.452865526031
569,381,402,PLAR562,WEDDIN CIRCUIT,PLGR452,PALMERSTON,1993.0,32000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,80.0,NONE,ONE METRE TO THE NORTH OF CORKSCREW CLIMBER,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,134.778105553349,45.5901846439,,,20,,,409,0,45.588841252794104,134.778051465639
570,382,403,PLAR563,HAYSTACK CRESCENT PEDESTRIAN PARKLAND,PLGR453,PALMERSTON,1990.0,30000.0,TANBARK,EAST SUPPORT POST AT SLIDE,140.0,NONE,UNDERNEATH CENTRE OF TRACKGLIDE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,176.328453228704,52.3064062278,,,20,,,410,0,52.30489943367479,176.328353405498
571,383,404,PLAR564,WELLINGTON STREET,PLGR454,NGUNNAWAL,2004.0,22000.0,TANBARK,NORTH SUPPORT POST ADJACENT TO SLIDE,110.0,NONE,ONE METRE TO THE SOUTH OF STAIRS,,CONCRETE,NONE,GRAVEL PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,101.21795749254801,36.4814855891,,,20,,,411,0,36.4802509403656,101.21812863564199
572,384,405,PLAR565,HOMESTEAD PARK,PLGR455,NGUNNAWAL,1990.0,44000.0,TANBARK,SOUTH SUPPORT POST AT SMALL STRAIGHT SLIDE,180.0,NONE,UNDERNEATH CENTRE OF TRACKGLIDE,,TIMBER (SLEEPER),PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,CONTAINS COMBINATION UNIT AND ROCKERS.,PLAY AREA,,192.894051818841,56.5598185667,,,20,,,412,0,56.5577010503794,192.893864383601
573,413,521,PLAR647,ERIC MAWSON STREET (WEST),PLGR523,HARRISON,2007.0,20000.0,TANBARK,NORTH SIDE OF SOUTH LOG CENTRE POINT,100.0,NONE,TWO METRES TO NORTH OF NORTH LOG,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS CLIMBING LOGS.,PLAY AREA,,105.788767001894,39.9495683206,,,20,,,472,0,39.948790198157894,105.78884373212799
574,414,516,PLAR649,GUNGAHLIN CENTRAL LINEAR PARK,PLGR525,GUNGAHLIN,,,CONCRETE,,,NONE,,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAS NO PLAYGROUND EQUIPMENT,PLAY AREA,,8.732305889895441,11.8418693236,,,20,,,473,0,11.8415579186291,8.73233740039932
575,416,523,PLAR653,GWEN MEREDITH LOOP PEDESTRIAN PARKLAND,PLGR528,FRANKLIN,2009.0,54000.0,TANBARK,WEST SIDE OF FIRE POLE,200.0,NONE,0.5M FROM SOUTH SIDE OF DECK AT BASE OF STAIRS,,CONCRETE,NONE,WHEELCHAIR ACCESSIBLE,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,"CONTAINS COMBINATION UNIT, SWINGS AND ROCKERS.",PLAY AREA,,231.01191047457803,61.0894754214,,,20,,,475,0,61.087960882411004,231.01213311230302
576,417,556,PLAR654,CHRISTINA STEAD PARK,PLGR530,FRANKLIN,2009.0,37000.0,TANBARK,NW BASE OF SPACEBALL,200.0,NONE,1M SOUTH OF SPACEBALL,,ROCK,NONE,SEALED PATH,,NO,NO,NO,NO,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,"EAST AREA WITH SPACEBALL, SUPERNOVA AND POLES.",PLAY AREA,,216.415144412921,59.6216608699,,,20,,,476,0,59.6204211197807,216.414995089177
606,489,498,PLAR753,BRUCE DITTMAR CENTRAL COMMUNITY PARK,PLGR612,FORDE,,,TANBARK,S\E OF SHELTER,,,,,CONCRETE,,MULTIPLE FOOTPATHS,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,PLAY AREA,,84.3893764073362,35.1074671029,,,20,,,496,0,35.1066435583629,84.3890648855646
577,418,557,PLAR655,CHRISTINA STEAD PARK,PLGR530,FRANKLIN,2009.0,40000.0,TANBARK,POST ON SOUTH SIDE OF FIRE POLE,100.0,NONE,0.5M WEST OF CENTRE OF ROPE BRIDGE,,ROCK,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WEST AREA WITH KOMPAN COMBINATION UNIT,PLAY AREA,,111.3883445192,43.6792429535,,,20,,,477,0,43.678382347205,111.38840416470501
578,419,608,PLAR656,DOROTHY GREEN CRESCENT,PLGR529,FRANKLIN,2009.0,8000.0,TANBARK,,50.0,NONE,,,ROCK,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWINGS,PLAY AREA,,60.4043529111811,28.2083124986,,,20,,,478,0,28.2076363288837,60.4041573202612
579,420,406,PLAR566,HOMESTEAD PARK,PLGR455,NGUNNAWAL,1995.0,8000.0,TANBARK,UNDERNEATH CENTRE OF CRADLE SWING SEAT,140.0,NONE,"TWO METRES TO THE EAST, CENTRE OF STRAP SEAT",,TIMBER (SLEEPER),PARTIAL,GRAVEL PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,96.0750298927885,38.6039947053,,,20,,,413,0,38.60265470977129,96.0747295763047
580,421,408,PLAR568,BLACKLOCK CLOSE,PLGR458,NICHOLLS,1994.0,28000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,350.0,NONE,ONE METRE WEST OF CENTRE OF CLATTER BRIDGE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,207.39149340840697,63.8071340938,,,20,,,414,0,63.80478847405929,207.39215278574298
581,422,258,PLAR581,DEUMONGA COURT PEDESTRIAN PARKLAND,PLGR470,NGUNNAWAL,1995.0,40000.0,TANBARK,NORTH SUPPORT POST AT FIREPOLE,110.0,NONE,CENTRE OF MONKEY BARS,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,110.896119055185,37.601841513800004,,,20,,,415,0,37.600582871254296,110.896186840556
582,423,259,PLAR582,GADALI CRESCENT PEDESTRIAN PARKLAND,PLGR471,NGUNNAWAL,2000.0,12000.0,TANBARK,UNDERNEATH CENTRE OF WEST FLAT SEAT,130.0,NONE,IN BETWEEN TWO ROCKERS CENTRE POINT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,CONTAINS SWING AND ROCKERS.,PLAY AREA,,128.452331395051,41.7749936898,,,20,,,416,0,41.7736874990909,128.452349616211
583,424,260,PLAR583,BARGANG CRESCENT,PLGR472,NGUNNAWAL,1990.0,44000.0,TANBARK,EAST SUPPORT POST AT SLIDE,250.0,NONE,ONE METRE TO THE WEST OF FIREPOLE,,CONCRETE,PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,CONTAINS COMBINATION UNIT AND ROCKERS.,PLAY AREA,,188.912905632118,53.32742070729999,,,20,,,417,0,53.3252938933771,188.912963188153
584,425,266,PLAR586,BIZANT STREET,PLGR475,AMAROO,2000.0,70000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,370.0,RUBBER (PRE-FAB MATS),ONE METRE NORTH OF FIREPOLE,1.0,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,"CONTAINS 2 COMBINATION UNITS, SWING AND ROCKER.",PLAY AREA,,312.566975533182,77.8649499798,,,20,,,418,0,77.86302848005259,312.567216962893
585,426,267,PLAR587,SUE GEH CIRCUIT,PLGR476,NICHOLLS,2000.0,28000.0,TANBARK,SOUTH SUPPORT POST ADJACENT TO SLIDE,280.0,NONE,UNDERNEATH CENTRE OF MONKEY BAR CLIMBER,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,204.74087470527198,55.4936924901,,,20,,,419,0,55.491340334934705,204.741043394783
586,427,269,PLAR589,WANDERER COURT,PLGR478,AMAROO,1995.0,48000.0,TANBARK,SOUTH SUPPORT POST AT SMALL STRAIGHT SLIDE,280.0,NONE,ONE METRE WEST OF CORKSCREW CLIMBER,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,274.86743884015203,64.34060588140001,,,20,,,420,0,64.3386127007734,274.86782983635896
587,428,288,PLAR59,WARRING PLACE,PLGR49,GIRALANG,2000.0,30000.0,TANBARK,EAST SUPPORT POST AT SLIDE,220.0,NONE,ONE METRE TO THE EAST OF FIREPOLE,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,221.32459289439203,59.6758458734,,,20,,,421,0,59.673419385238105,221.324471478604
588,429,272,PLAR591,PAUL COE CRESCENT,PLGR480,NGUNNAWAL,2004.0,37000.0,RUBBER,,280.0,NONE,,,CONCRETE,FULL WITH CHILDPROOF GATE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,5,"CONTAINS COMBINATION UNIT, SWING, SPINNING POLE AND ROCKERS.",PLAY AREA,,352.949351087592,67.060341142,,,20,,,422,0,67.05817302185329,352.948851192622
589,431,277,PLAR593,TEA GARDENS,PLGR482,GUNGAHLIN,2000.0,8000.0,RUBBER,,120.0,NONE,,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,95.61124310700892,35.8041377807,,,20,,,424,0,35.803448589975794,95.61201376703
590,432,278,PLAR594,STEDMAN PLACE,PLGR483,NICHOLLS,2002.0,37000.0,TANBARK,NORTH SUPPORT POST AT FIREPOLE,300.0,NONE,UNDERNEATH CENTRE OF MIDDLE TURNOVER BAR,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,"CONTAINS COMBINATION UNIT, SWING, ROCKERS, TURNOVER BARS, PICNIC TABLE AND BALANCE POLES.",PLAY AREA,,342.771591031194,72.7251253765,,,20,,,425,0,72.72203289976359,342.771712437728
591,435,289,PLAR60,ACHERNER CLOSE,PLGR50,GIRALANG,2000.0,32000.0,TANBARK,WEST SUPPORT POST AT SLIDE,280.0,NONE,ONE METRE TO EAST CENTRE OF ANGLED HOOP CLIMBER,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,246.086224439083,65.8397429901,,,20,,,428,0,65.83708249265061,246.08735471398498
592,440,290,PLAR61,BARACCHI CRESCENT,PLGR51,GIRALANG,2005.0,30000.0,TANBARK,EAST SUPPORT POST AT SLIDE,280.0,NONE,ONE METRE TO THE SOUTH OF CENTRE OF CLATTER BRIDGE,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,230.93006522592097,69.414834196,,,20,,,433,0,69.4118113828331,230.92877515151798
593,465,400,PLAR559,BIMBERI CRESCENT,PLGR449,PALMERSTON,1995.0,48000.0,TANBARK,EAST SUPPORT POST ADJACENT TO SLIDE,220.0,NONE,ONE METRE SOUTH OF CENTRE OF CLATTER BRIDGE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,191.53435032329102,56.4034006672,,,20,,,458,0,56.4014636971051,191.534672145032
607,490,505,PLAR756,PAISLEY STREET NEIGHBOURHOOD PARK,PLGR615,NICHOLLS,,,TANBARK,,,,,,CONCRETE,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PLAY AREA,,363.483815034496,75.34274317229999,,,20,,,497,0,75.33982027935271,363.48481481487704
594,467,401,PLAR561,KOSCIUSZKO AVENUE,PLGR451,PALMERSTON,1990.0,72000.0,TANBARK,SOUTHWEST SUPPORT POST AT SLIDE OF LARGE COMBO,450.0,NONE,ONE METRE NORTH OF HOOP CLIMBER,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,"CONTAINS A JUNIOR AND SENIOR COMBINATION UNITS, SWING AND ROCKERS.",PLAY AREA,,444.03293680758696,79.6354210457,,,20,,,460,0,79.6328079459859,444.032924112769
595,468,10,PLAR639,MARY GILLISPIE AVENUE PEDESTRIAN PARKLAND,PLGR518,GUNGAHLIN,2007.0,59000.0,TANBARK,EAST SUPPORT POST AT SLIDE,220.0,NONE,UNDERNEATH CENTRE OF SCRAMBLE NET,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,6,"CONTAINS COMBINATION UNIT, SWING, SPINNING DISH AND ROCKERS.",PLAY AREA,,268.091726310543,64.868741712,,,20,,,461,0,64.8675545125164,268.09179450927996
596,469,11,PLAR640,ANSETT STREET,PLGR519,GUNGAHLIN,2006.0,70000.0,TANBARK,SOUTH SUPPORT POST AT SLIDE,300.0,NONE,TWO METRES NORTH OF CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,6,"CONTAINS COMBINATION UNIT, CUBBY, SWING, SPINNING POLE, SPINNING DISH AND ROCKER.",PLAY AREA,,213.857893439269,64.3136578046,,,20,,,462,0,64.31248697015991,213.857690848517
597,476,519,PLAR645,ERIC MAWSON STREET (WEST),PLGR523,HARRISON,2007.0,47000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,110.0,NONE,ONE METRE NORTH OF FIREPOLE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SPINNING BOWL AND ROCKER.",PLAY AREA,,135.99109179126802,41.4749214877,,,20,,,469,0,41.474108461612296,135.99097548717
598,477,520,PLAR646,ERIC MAWSON STREET (WEST),PLGR523,HARRISON,2007.0,8000.0,TANBARK,SOUTH WEST SUPPORT POST OF SWING FRAME,70.0,NONE,UNDER WEST FLAT SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,53.6683541330993,26.3870220731,,,20,,,470,0,26.386564220471897,53.66847750924379
