lga_name_2016,lga_code_2016,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Mundaring (S),56090,51,4,0,0,0,58,25,43,23,19,112,14,21,19,4,10,67,3,0,0,0,0,3,69,48,65,27,27,238,0,9,12,20,69,48,66,27,39,254,31,31,5,4,0,0,0,8,31,75,52,66,32,40,291,3780,122,18,0,0,3923,1477,1864,763,266,4378,540,391,173,47,6,1162,75,25,0,0,0,102,4398,2017,2058,814,273,9559,77,60,118,259,4398,2017,2137,875,394,9813,2503,2503,201,25,8,0,0,239,2503,4604,2042,2148,875,394,12556
Peppermint Grove (S),56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,4,0,0,0,138,54,87,36,20,206,21,11,4,0,0,35,3,3,0,0,0,3,157,73,91,38,20,379,0,0,0,3,157,73,93,43,25,383,107,107,11,3,0,0,0,18,107,163,72,97,43,28,511
Latrobe (M) (Tas.),63810,73,3,0,0,0,73,28,37,14,5,95,13,18,13,0,0,37,3,0,0,0,0,3,86,51,52,20,5,209,0,3,0,4,86,51,52,20,7,218,37,37,8,3,0,0,0,11,37,98,51,52,20,8,270,1347,24,3,0,0,1377,341,397,157,47,946,195,111,43,15,0,362,29,0,0,0,0,28,1567,487,440,168,53,2715,9,11,12,28,1567,487,454,176,57,2747,1010,1010,75,7,0,0,0,81,1010,1646,487,457,176,57,3843
Moora (S),55600,10,0,0,0,0,12,10,8,14,3,35,10,7,8,6,0,27,0,0,0,0,0,0,23,17,9,14,4,67,3,3,0,10,23,17,19,15,10,73,10,10,3,0,0,0,0,3,10,21,17,19,15,10,89,242,5,0,0,0,247,73,80,52,11,222,25,16,6,3,0,52,5,0,0,0,0,5,264,99,89,54,11,525,0,0,0,0,264,99,90,54,15,525,239,239,13,4,0,0,0,21,239,282,99,95,54,15,780
Three Springs (S),58260,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,9,0,0,0,0,0,0,9,4,0,3,3,12,0,0,0,0,9,4,0,3,3,12,3,3,0,0,0,0,0,0,3,9,4,0,3,3,21,68,0,0,0,0,68,17,24,13,7,57,9,0,3,0,0,12,3,0,0,0,0,3,71,21,24,13,7,134,0,0,0,0,71,21,24,10,7,136,61,61,0,0,0,0,0,0,61,72,21,24,10,7,196
Launceston (C),64010,197,17,6,0,0,222,115,112,72,23,324,118,112,65,17,12,330,24,3,5,0,0,30,342,251,178,89,40,900,5,5,3,15,342,251,190,95,44,916,221,221,58,9,4,4,0,81,221,396,259,193,98,44,1214,5898,181,25,0,0,6100,2070,2412,911,381,5773,1420,956,331,74,33,2814,232,41,8,0,0,282,7548,3241,2775,994,414,14967,56,64,69,190,7548,3241,2823,1054,481,15158,8004,8004,743,204,65,23,15,1043,8004,8288,3445,2889,1079,495,24204
Meander Valley (M),64210,58,3,0,0,0,61,32,42,23,18,110,14,17,13,0,0,47,0,3,0,0,0,3,80,55,52,22,19,223,4,0,3,4,80,55,52,22,16,225,50,50,7,4,0,0,0,13,50,85,55,59,22,16,283,2157,51,4,3,0,2214,714,835,310,127,1982,345,194,70,23,8,642,36,4,0,0,0,42,2543,966,910,333,135,4884,21,21,13,55,2543,966,932,353,152,4941,2027,2027,115,8,4,0,0,123,2027,2656,971,937,353,152,7087
Northern Midlands (M),64610,26,0,0,0,0,26,26,19,13,7,60,11,9,11,3,0,35,0,0,0,0,0,0,38,33,27,17,4,127,3,0,3,8,38,33,32,18,10,133,35,35,3,0,0,0,0,3,35,43,33,32,18,10,170,1520,44,5,0,0,1568,465,506,208,82,1259,221,107,57,14,4,405,26,3,0,0,0,30,1771,621,560,220,85,3263,13,14,6,35,1771,621,573,232,100,3298,1370,1370,90,3,3,0,0,98,1370,1857,625,574,234,100,4763
Morawa (S),55670,7,0,0,0,0,3,0,4,0,7,6,3,5,0,0,0,10,0,0,0,0,0,0,7,9,6,0,4,26,0,0,0,3,7,9,3,0,11,31,11,11,0,0,0,0,0,0,11,7,9,3,0,11,37,63,3,0,0,0,68,17,16,20,3,54,8,4,0,0,0,18,0,0,0,0,0,0,74,31,20,19,3,144,0,0,0,0,74,31,20,19,3,144,81,81,3,0,0,0,0,3,81,73,31,20,19,3,227
Pingelly (S),57140,7,0,0,0,0,7,6,0,3,6,13,7,7,0,3,3,17,3,0,0,0,0,3,16,10,3,8,4,41,0,0,0,3,16,10,3,5,9,41,12,12,0,0,0,0,0,0,12,20,10,4,5,9,55,153,0,0,0,0,153,31,27,15,3,81,13,11,3,0,3,24,0,0,0,0,0,0,163,40,25,18,9,258,0,0,0,0,163,40,25,18,9,258,125,125,6,0,0,0,0,5,125,170,42,25,22,9,392
Plantagenet (S),57210,10,3,0,0,0,12,5,7,5,0,25,3,4,0,0,0,11,0,0,0,0,0,3,20,12,14,10,0,51,0,0,0,0,20,12,14,10,0,51,11,11,0,0,0,0,0,0,11,16,12,14,10,0,62,623,18,4,0,0,647,147,170,84,41,450,84,45,18,5,3,152,12,3,0,0,0,12,721,214,189,96,43,1260,13,5,6,18,721,214,199,94,48,1279,501,501,17,6,3,0,3,35,501,741,216,209,100,55,1811
Port Hedland (T),57280,121,6,0,0,0,134,62,92,64,52,269,62,57,31,20,12,188,12,3,3,0,0,21,194,132,130,85,67,613,3,5,19,30,194,132,134,93,82,643,159,159,22,3,0,0,0,28,159,218,134,133,93,82,828,955,51,8,0,0,1018,410,518,232,87,1246,78,56,20,3,0,149,22,3,3,0,0,26,1051,517,545,234,89,2441,5,10,20,34,1051,517,554,247,114,2476,803,803,93,28,10,4,0,128,803,1145,543,560,244,114,3407
Quairading (S),57350,3,0,0,0,0,3,0,0,0,0,3,6,9,0,0,0,13,0,0,0,0,0,0,6,8,4,0,0,21,0,0,0,3,6,8,3,3,0,23,3,3,0,0,0,0,0,0,3,6,8,3,3,0,28,129,3,0,0,0,136,28,19,11,5,66,7,9,5,0,0,22,3,0,0,0,0,3,140,41,22,10,5,222,0,0,0,0,140,41,22,10,8,227,135,135,8,0,0,0,0,8,135,147,41,22,10,8,366
Ravensthorpe (S),57420,10,0,0,0,0,10,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,10,3,0,3,0,13,0,0,0,0,10,3,0,3,0,13,5,5,0,0,0,0,0,0,5,10,3,0,3,0,21,213,3,0,0,0,213,49,53,30,4,140,17,10,3,0,3,35,3,0,0,0,0,3,230,63,60,26,7,390,0,0,3,3,230,63,60,26,13,396,199,199,6,0,0,0,0,6,199,237,63,60,26,13,596
Rockingham (C),57490,176,23,4,0,0,199,119,157,92,69,441,63,85,59,26,27,254,16,3,3,0,0,24,251,235,217,124,94,920,12,11,29,55,251,235,227,128,127,973,101,101,27,5,3,0,0,39,101,280,238,231,128,127,1110,10604,413,46,4,0,11070,4855,6438,2666,1032,14989,1955,1655,728,222,85,4642,290,58,9,0,0,351,12855,6982,7224,2887,1112,31059,148,221,253,625,12855,6982,7371,3111,1363,31681,8616,8616,899,133,34,9,0,1076,8616,13750,7110,7406,3122,1363,41369
Southern Midlands (M),65010,36,0,0,0,0,40,18,20,11,10,56,11,12,9,0,3,28,0,0,0,0,0,0,45,27,24,15,8,122,0,0,5,3,45,27,24,15,10,128,28,28,4,0,0,0,0,4,28,52,27,24,15,10,154,638,20,0,0,0,656,208,243,105,45,603,114,53,25,10,9,202,17,0,0,0,0,17,760,278,269,112,50,1475,15,7,12,28,760,278,286,117,62,1505,553,553,40,0,0,0,0,42,553,798,278,289,117,62,2103
Nungarin (S),56860,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,25,6,11,6,3,28,5,0,0,0,0,3,0,0,0,0,0,0,29,10,7,6,3,58,0,0,0,0,29,10,7,6,3,58,32,32,0,0,0,0,0,0,32,30,10,7,6,3,89
Tasman (M),65210,18,0,0,0,0,25,4,4,4,0,16,3,0,0,0,0,12,0,0,0,0,0,0,25,10,6,8,0,47,0,0,0,0,25,10,6,8,0,47,10,10,3,0,0,0,0,3,10,30,10,6,8,0,67,337,3,0,0,0,338,55,52,20,8,140,45,22,3,3,0,67,3,0,0,0,0,6,378,76,60,27,9,555,0,4,3,9,378,76,63,31,11,560,313,313,18,3,0,0,0,24,313,403,79,63,31,11,895
Waratah/Wynyard (M),65410,123,4,0,0,0,130,62,59,32,24,175,31,24,26,6,4,98,4,0,0,0,0,9,162,91,93,37,29,404,0,0,0,4,162,91,92,37,27,410,74,74,10,0,0,0,0,11,74,173,97,92,37,27,499,1577,34,0,0,0,1613,454,453,170,70,1145,212,149,63,15,7,448,27,3,0,0,0,23,1816,637,518,186,76,3227,8,10,11,30,1816,637,527,195,88,3257,1543,1543,70,8,3,0,0,83,1543,1881,643,532,194,88,4876
West Coast (M),65610,41,0,0,0,0,41,17,17,9,8,49,11,11,5,0,0,25,3,0,0,0,0,3,56,33,16,9,9,118,0,0,0,0,56,33,19,7,9,125,34,34,10,0,0,0,0,10,34,64,33,19,7,10,170,435,9,0,0,0,439,127,125,51,16,321,71,51,13,6,6,146,5,3,0,0,0,10,515,180,143,57,22,918,3,0,0,7,515,180,145,56,21,924,619,619,52,4,0,0,0,52,619,564,184,145,56,21,1593
West Tamar (M),65810,43,5,0,0,0,53,26,34,23,17,111,15,19,14,5,0,64,0,0,0,0,0,0,68,51,52,33,18,219,3,0,3,3,68,51,56,33,20,225,38,38,3,0,0,3,0,3,38,66,56,56,33,20,271,2696,63,10,0,0,2771,785,983,413,154,2335,381,245,92,27,9,744,47,10,0,0,0,62,3121,1103,1086,436,162,5912,23,21,24,64,3121,1103,1108,455,190,5979,2202,2202,151,17,3,0,0,176,2202,3279,1126,1110,455,190,8353
Sorell (M),64810,61,6,0,0,0,64,32,35,19,21,99,16,23,9,4,0,56,3,0,0,0,0,3,82,55,48,22,16,221,4,11,6,13,82,55,49,34,27,237,48,48,15,3,0,0,0,15,48,96,56,47,37,27,299,1503,34,7,0,0,1542,509,554,210,83,1354,292,234,71,25,6,630,29,5,0,0,0,35,1826,777,629,237,90,3558,15,17,21,56,1826,777,643,252,114,3616,1479,1479,107,8,0,0,0,113,1479,1930,789,643,252,114,5208
Mosman Park (T),55740,7,0,0,0,0,4,3,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,9,4,3,0,3,16,0,0,0,0,9,4,3,0,3,16,6,6,4,0,0,0,0,3,6,14,9,3,0,3,26,809,23,6,0,0,845,280,446,215,41,975,141,91,28,0,0,261,23,5,0,0,0,30,972,406,476,217,41,2111,5,4,7,16,972,406,486,227,41,2129,1034,1034,91,18,5,0,0,121,1034,1062,424,490,222,42,3282
Mount Magnet (S),55810,4,0,0,0,0,4,0,5,0,6,12,5,0,0,3,0,3,0,0,0,0,0,0,5,0,5,3,6,18,0,0,0,3,5,0,5,3,5,21,11,11,0,0,0,0,0,0,11,10,0,5,3,5,31,41,0,0,0,0,41,4,5,0,3,17,3,3,0,3,0,9,0,0,0,0,0,0,41,7,6,3,3,66,0,0,0,0,41,7,6,3,3,66,41,41,6,0,0,0,0,6,41,48,7,6,3,3,114
Murchison (S),56160,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,3,4,3,0,0,3,3,8,9,9,0,0,0,0,0,0,9,3,0,0,3,3,16,12,0,0,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,13,0,0,0,0,12,3,3,0,0,13,10,10,0,0,0,0,0,0,10,12,3,3,0,0,21
Murray (S),56230,27,8,3,0,0,40,14,19,12,14,67,11,12,6,3,0,37,0,0,0,0,0,0,41,39,31,24,19,139,3,5,9,11,41,39,30,28,22,152,14,14,13,0,0,0,0,12,14,46,38,30,28,22,176,1957,58,8,0,0,2021,533,668,295,127,1620,274,206,79,25,10,587,26,6,0,0,0,37,2255,804,749,320,130,4268,29,26,40,87,2255,804,774,347,172,4355,1351,1351,106,8,0,0,0,116,1351,2362,818,781,347,172,5821
Nannup (S),56300,5,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,189,5,0,0,0,196,38,39,18,9,97,15,11,7,0,3,39,3,0,0,0,0,3,214,56,38,19,7,338,3,0,0,3,214,56,46,21,7,339,146,146,12,0,0,0,0,16,146,222,57,44,21,7,507
Darwin (C),71000,304,50,12,5,3,364,177,210,102,109,600,188,194,98,59,32,572,34,13,3,0,3,58,527,434,322,173,148,1607,20,20,53,98,527,434,340,191,203,1700,363,363,86,48,12,7,4,154,363,613,484,355,197,212,2223,5915,460,171,36,30,6611,2638,2957,1200,517,7306,916,564,198,68,29,1773,171,62,23,5,7,263,6995,3727,3350,1315,575,15955,102,118,236,458,6995,3727,3453,1437,812,16415,5574,5574,1134,372,128,39,28,1695,5574,8131,4092,3573,1474,839,23689
Narembeen (S),56370,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,3,3,0,0,0,0,0,0,3,3,0,0,0,0,11,113,4,0,0,0,115,34,22,17,6,79,6,3,0,0,0,10,0,3,0,0,0,3,120,43,21,16,8,204,0,0,3,3,120,43,21,16,6,205,82,82,3,0,0,0,0,4,82,123,40,21,16,6,295
Alice Springs (T),70200,199,31,7,0,0,240,94,135,74,61,364,114,110,69,39,30,360,31,16,3,0,0,47,340,251,212,113,93,1009,9,22,57,84,340,251,219,136,151,1090,273,273,40,14,6,0,0,61,273,386,260,221,136,151,1427,1601,89,20,3,3,1715,737,829,358,131,2052,249,149,60,16,5,482,38,11,0,0,0,52,1889,992,903,375,136,4299,14,21,46,76,1889,992,918,398,181,4377,1882,1882,244,87,28,4,9,379,1882,2131,1079,954,398,187,6631
East Arnhem (R),71300,39,13,12,3,3,69,41,56,67,116,283,21,24,24,23,35,129,17,11,3,0,0,32,77,90,92,95,161,509,17,34,487,543,77,90,117,129,640,1055,35,35,0,0,0,0,0,0,35,77,90,117,129,640,1086,63,0,0,0,0,65,11,17,10,4,41,9,0,0,0,0,9,3,0,0,0,0,3,78,10,17,10,4,113,0,0,0,0,78,10,17,10,4,113,99,99,12,3,0,0,0,14,99,85,12,17,10,4,224
Narrogin (S),56460,12,0,0,0,0,13,11,7,3,12,36,13,6,7,5,3,41,0,0,0,0,0,8,25,16,20,15,18,89,3,0,4,6,25,16,20,16,23,102,17,17,0,0,0,0,0,0,17,32,16,20,16,23,115,471,7,4,0,0,488,152,185,82,30,444,91,55,15,4,8,168,15,5,0,0,0,18,575,224,194,86,40,1115,6,4,5,15,575,224,199,92,44,1131,536,536,35,6,0,0,0,42,536,610,225,199,92,44,1708
Nedlands (C),56580,0,0,0,0,0,0,8,3,0,0,9,0,3,0,0,0,4,4,0,0,0,0,4,9,9,7,0,0,18,0,0,0,0,9,9,7,0,0,18,3,3,4,0,4,0,0,5,3,9,6,8,4,0,32,1736,65,6,11,3,1815,777,1347,670,166,2958,259,191,57,22,3,529,70,17,10,3,0,93,2066,1043,1421,695,170,5399,16,9,23,47,2066,1043,1436,710,196,5448,1397,1397,123,74,41,13,3,255,1397,2193,1117,1483,721,202,7107
Waroona (S),58820,5,0,0,0,0,5,7,4,3,7,17,5,8,3,0,0,12,0,0,0,0,0,0,10,7,8,3,7,34,0,0,0,0,10,7,8,3,7,34,3,3,0,0,0,0,0,0,3,15,7,8,3,7,41,439,8,0,0,0,449,147,141,75,30,399,67,52,11,4,0,139,8,0,0,0,0,7,511,212,157,84,37,997,4,8,15,31,511,212,160,88,50,1020,361,361,25,3,0,0,0,26,361,531,214,160,88,50,1415
Northam (S),56730,27,7,0,0,0,33,7,22,11,18,61,18,20,14,16,4,72,3,0,0,0,0,0,47,30,36,26,19,168,0,0,13,12,47,30,38,26,37,179,28,28,8,0,0,0,0,8,28,49,31,38,26,37,220,1086,41,4,0,0,1127,279,382,169,87,918,184,120,50,19,9,380,21,0,0,0,0,23,1283,448,428,193,96,2450,11,14,14,36,1283,448,437,201,110,2490,1076,1076,85,9,0,0,0,93,1076,1367,457,439,208,110,3656
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,19,0,0,0,0,14,3,0,0,0,19,17,17,4,0,0,0,0,4,17,15,3,0,0,0,34
Serpentine-Jarrahdale (S),57700,37,3,0,0,0,41,21,42,21,23,108,8,10,9,5,8,38,0,0,0,0,0,0,44,36,49,25,34,187,0,5,5,9,44,36,49,24,34,189,12,12,8,0,0,0,0,8,12,53,36,55,24,34,218,2260,124,15,3,0,2404,1109,1461,631,293,3498,317,268,115,40,18,755,54,17,3,0,0,73,2634,1513,1598,673,309,6731,52,52,104,205,2634,1513,1648,727,412,6935,1087,1087,133,18,3,0,0,155,1087,2768,1530,1650,727,413,8180
Shark Bay (S),57770,5,0,0,0,0,7,5,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,0,0,20,0,0,0,0,11,6,6,0,0,20,13,13,0,0,0,0,0,0,13,11,6,6,0,0,34,116,0,0,0,0,115,19,26,10,3,60,4,3,4,0,0,14,0,0,0,0,0,0,124,18,35,10,3,195,0,0,3,3,124,18,35,17,6,197,144,144,13,3,0,0,0,13,144,137,22,35,17,6,352
South Perth (C),57840,27,8,0,0,0,34,12,10,6,0,29,17,15,7,8,9,50,3,0,0,0,0,5,47,31,21,13,12,117,0,0,5,7,47,31,20,18,17,129,39,39,19,10,3,0,0,26,39,62,38,21,18,17,190,4177,197,45,18,5,4441,1579,1857,561,144,4137,634,388,100,30,10,1161,270,71,18,3,3,373,5088,2232,2018,609,160,10107,49,37,51,139,5088,2232,2072,647,212,10246,4908,4908,609,235,105,28,15,993,4908,5691,2461,2180,679,227,16150
Stirling (C),57910,162,13,4,0,0,184,60,83,26,24,194,105,101,49,24,24,300,20,8,5,0,0,31,286,184,146,52,50,714,10,3,17,30,286,184,149,58,67,739,220,220,55,16,11,3,0,86,220,343,195,161,61,67,1050,19774,1025,285,73,48,21198,8116,9951,3504,1069,22638,3864,2234,732,171,93,7094,880,227,57,16,9,1190,24515,11592,11024,3762,1221,52117,254,292,420,961,24515,11592,11281,4056,1633,53078,23419,23419,2617,807,296,99,56,3873,23419,27136,12398,11574,4160,1690,80371
Subiaco (C),57980,10,0,0,0,0,10,0,3,3,0,10,5,0,0,0,0,5,3,0,0,0,0,3,20,0,3,3,0,30,0,0,0,0,20,0,3,3,0,30,20,20,3,0,3,0,0,9,20,20,0,5,7,0,59,1951,70,21,11,0,2053,682,794,258,43,1781,274,165,47,8,0,499,79,13,4,3,0,96,2302,929,866,272,50,4424,8,9,12,32,2302,929,874,284,64,4459,2701,2701,378,166,64,14,3,630,2701,2682,1097,936,300,66,7788
Swan (C),58050,162,19,4,0,0,187,133,177,109,87,511,105,131,82,44,35,400,30,10,0,0,0,43,302,290,259,161,128,1140,24,26,29,82,302,290,290,185,160,1222,142,142,48,13,3,3,4,71,142,348,307,289,184,161,1435,10161,504,83,15,6,10769,5260,6955,2721,1197,16135,2218,1806,726,215,119,5081,398,80,14,7,0,502,12773,7651,7781,2960,1323,32489,235,293,480,1009,12773,7651,8016,3253,1802,33498,8354,8354,951,175,54,19,16,1210,8354,13721,7834,8069,3269,1818,43064
Tammin (S),58190,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,3,4,3,0,0,9,3,3,0,0,0,0,0,0,3,3,4,3,0,0,13,33,0,0,0,0,29,13,11,11,8,36,3,0,3,0,0,6,3,0,0,0,0,3,37,18,9,11,8,82,0,0,0,0,37,18,9,11,8,82,40,40,4,0,0,0,0,7,40,43,18,9,11,8,124
Perenjori (S),57000,0,0,0,0,0,0,0,4,5,0,7,3,0,0,0,0,4,0,0,0,0,0,0,7,0,4,5,0,10,0,0,0,0,7,0,4,3,0,15,3,3,0,0,0,0,0,0,3,7,0,4,3,0,17,52,0,0,0,0,51,15,12,11,0,42,5,0,0,0,0,5,0,0,0,0,0,0,57,13,11,11,0,97,0,0,0,0,57,13,11,11,0,97,52,52,3,0,0,0,0,3,52,55,13,11,11,0,152
Perth (C),57080,14,3,0,0,0,22,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,28,0,0,0,0,17,11,0,0,0,29,25,25,6,3,0,0,0,6,25,21,16,0,0,0,64,2757,162,62,11,13,3004,544,236,36,5,824,215,80,9,3,0,308,118,31,11,0,0,155,3086,814,318,56,24,4288,11,7,6,29,3086,814,326,58,29,4315,3502,3502,591,176,77,30,17,884,3502,3673,988,403,93,48,8703
Toodyay (S),58330,10,7,0,0,0,13,4,3,3,4,15,6,5,3,0,0,17,0,0,0,0,0,0,13,15,8,5,3,50,0,0,3,3,13,15,8,8,6,49,3,3,0,0,0,0,0,0,3,17,15,8,8,6,52,671,14,3,0,0,687,155,105,74,31,365,67,33,14,3,0,117,12,0,0,0,0,12,749,202,119,82,30,1182,5,6,9,21,749,202,126,84,36,1200,450,450,30,4,0,0,0,35,450,782,206,126,84,36,1687
West Arthur (S),58890,5,0,0,0,0,5,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,13,0,0,0,0,4,0,0,3,0,13,3,3,0,0,0,0,0,0,3,10,0,0,3,0,16,109,4,0,0,0,112,22,30,21,6,75,7,3,0,0,0,17,3,0,0,0,0,3,118,27,35,21,6,208,0,0,0,0,118,27,35,19,6,206,101,101,9,0,0,0,0,9,101,130,27,35,19,6,311
Katherine (T),72200,72,9,3,0,0,86,39,64,40,40,186,39,34,37,15,12,142,6,0,3,0,0,8,115,89,107,57,56,426,5,6,41,53,115,89,120,61,95,479,103,103,6,3,4,0,0,19,103,125,89,121,67,91,596,540,31,8,0,0,576,258,275,118,44,694,60,26,23,3,3,110,13,3,0,0,0,11,607,320,302,125,47,1397,5,3,14,23,607,320,306,125,60,1419,520,520,61,14,5,0,0,87,520,666,331,315,125,60,2019
